Position,Conserved,B
55348,C,0.637727
55349,C,0.637727
55350,C,0.637728
55351,C,0.637729
55352,C,0.637730
55353,C,0.637731
55354,C,0.637732
55355,C,0.637733
55356,C,0.637734
55357,C,0.637735
55358,C,0.637736
55359,C,0.637737
55360,C,0.637738
55361,C,0.637739
55362,C,0.637739
55363,C,0.637740
55364,C,0.637741
55365,C,0.637742
55366,C,0.637743
55367,C,0.637744
55368,C,0.637745
55369,C,0.637746
55370,C,0.637747
55371,C,0.637748
55372,C,0.637749
55373,C,0.637750
55374,C,0.637751
55375,C,0.637752
55376,C,0.637753
55377,C,0.637754
55378,C,0.637755
55379,C,0.637756
55380,C,0.637757
55381,C,0.637758
55382,C,0.637759
55383,C,0.637760
55384,C,0.637761
55385,C,0.637762
55386,C,0.637763
55387,C,0.637764
55388,C,0.637765
55389,C,0.637766
55390,C,0.637767
55391,C,0.637768
55392,C,0.637769
55393,C,0.637770
55394,C,0.637771
55395,C,0.637772
55396,C,0.637773
55397,C,0.637774
55398,C,0.637775
55399,C,0.637776
55400,C,0.637777
55401,C,0.637778
55402,C,0.637780
55403,C,0.637781
55404,C,0.637782
55405,C,0.637783
55406,C,0.637784
55407,C,0.637785
55408,C,0.637786
55409,C,0.637787
55410,C,0.637788
55411,C,0.637789
55412,C,0.637790
55413,C,0.637791
55414,C,0.637792
55415,C,0.637793
55416,C,0.637795
55417,C,0.637796
55418,C,0.637797
55419,C,0.637798
55420,C,0.637799
55421,C,0.637800
55422,C,0.637801
55423,C,0.637802
55424,C,0.637803
55425,C,0.637805
55426,C,0.637806
55427,C,0.637807
55428,C,0.637808
55429,C,0.637809
55430,C,0.637810
55431,C,0.637811
55432,C,0.637812
55433,C,0.637814
55434,C,0.637815
55435,C,0.637816
55436,C,0.637817
55437,C,0.637818
55438,C,0.637819
55439,C,0.637821
55440,C,0.637822
55441,C,0.637823
55442,C,0.637824
55443,C,0.637825
55444,C,0.637826
55445,C,0.637828
55446,C,0.637829
55447,C,0.637830
55448,C,0.637831
55449,C,0.637832
55450,C,0.637833
55451,C,0.637835
55452,C,0.637836
55453,C,0.637837
55454,C,0.637838
55455,C,0.637839
55456,C,0.637841
55457,C,0.637842
55458,C,0.637843
55459,C,0.637844
55460,C,0.637845
55461,C,0.637847
55462,C,0.637848
55463,C,0.637849
55464,C,0.637850
55465,C,0.637852
55466,C,0.637853
55467,C,0.637854
55468,C,0.637855
55469,C,0.637857
55470,C,0.637858
55471,C,0.637859
55472,C,0.637860
55473,C,0.637862
55474,C,0.637863
55475,C,0.637864
55476,C,0.637865
55477,C,0.637867
55478,C,0.637868
55479,C,0.637869
55480,C,0.637870
55481,C,0.637872
55482,C,0.637873
55483,C,0.637874
55484,C,0.637876
55485,C,0.637877
55486,C,0.637878
55487,C,0.637879
55488,C,0.637881
55489,C,0.637882
55490,C,0.637883
55491,C,0.637885
55492,C,0.637886
55493,C,0.637887
55494,C,0.637889
55495,C,0.637890
55496,C,0.637891
55497,C,0.637892
55498,C,0.637894
55499,C,0.637895
55500,C,0.637896
55501,C,0.637898
55502,C,0.637899
55503,C,0.637900
55504,C,0.637902
55505,C,0.637903
55506,C,0.637905
55507,C,0.637906
55508,C,0.637907
55509,C,0.637909
55510,C,0.637910
55511,C,0.637911
55512,C,0.637913
55513,C,0.637914
55514,C,0.637915
55515,C,0.637917
55516,C,0.637918
55517,C,0.637920
55518,C,0.637921
55519,C,0.637922
55520,C,0.637924
55521,C,0.637925
55522,C,0.637926
55523,C,0.637928
55524,C,0.637929
55525,C,0.637931
55526,C,0.637932
55527,C,0.637933
55528,C,0.637935
55529,C,0.637936
55530,C,0.637938
55531,C,0.637939
55532,C,0.637941
55533,C,0.637942
55534,C,0.637943
55535,C,0.637945
55536,C,0.637946
55537,C,0.637948
55538,C,0.637949
55539,C,0.637951
55540,C,0.637952
55541,C,0.637953
55542,C,0.637955
55543,C,0.637956
55544,C,0.637958
55545,C,0.637959
55546,C,0.637961
55547,C,0.637962
55548,C,0.637964
55549,C,0.637965
55550,C,0.637967
55551,C,0.637968
55552,C,0.637970
55553,C,0.637971
55554,C,0.637972
55555,C,0.637974
55556,C,0.637975
55557,C,0.637977
55558,C,0.637978
55559,C,0.637980
55560,C,0.637981
55561,C,0.637983
55562,C,0.637984
55563,C,0.637986
55564,C,0.637987
55565,C,0.637989
55566,C,0.637990
55567,C,0.637992
55568,C,0.637994
55569,C,0.637995
55570,C,0.637997
55571,C,0.637998
55572,C,0.638000
55573,C,0.638001
55574,C,0.638003
55575,C,0.638004
55576,C,0.638006
55577,C,0.638007
55578,C,0.638009
55579,C,0.638010
55580,C,0.638012
55581,C,0.638014
55582,C,0.638015
55583,C,0.638017
55584,C,0.638018
55585,C,0.638020
55586,C,0.638021
55587,C,0.638023
55588,C,0.638025
55589,C,0.638026
55590,C,0.638028
55591,C,0.638029
55592,C,0.638031
55593,C,0.638033
55594,C,0.638034
55595,C,0.638036
55596,C,0.638037
55597,C,0.638039
55598,C,0.638041
55599,C,0.638042
55600,C,0.638044
55601,C,0.638045
55602,C,0.638047
55603,C,0.638049
55604,C,0.638050
55605,C,0.638052
55606,C,0.638054
55607,C,0.638055
55608,C,0.638057
55609,C,0.638058
55610,C,0.638060
55611,C,0.638062
55612,C,0.638063
55613,C,0.638065
55614,C,0.638067
55615,C,0.638068
55616,C,0.638070
55617,C,0.638072
55618,C,0.638073
55619,C,0.638075
55620,C,0.638077
55621,C,0.638078
55622,C,0.638080
55623,C,0.638082
55624,C,0.638083
55625,C,0.638085
55626,C,0.638087
55627,C,0.638088
55628,C,0.638090
55629,C,0.638092
55630,C,0.638094
55631,C,0.638095
55632,C,0.638097
55633,C,0.638099
55634,C,0.638100
55635,C,0.638102
55636,C,0.638104
55637,C,0.638106
55638,C,0.638107
55639,C,0.638109
55640,C,0.638111
55641,C,0.638112
55642,C,0.638114
55643,C,0.638116
55644,C,0.638118
55645,C,0.638119
55646,C,0.638121
55647,C,0.638123
55648,C,0.638125
55649,C,0.638126
55650,C,0.638128
55651,C,0.638130
55652,C,0.638132
55653,C,0.638133
55654,C,0.638135
55655,C,0.638137
55656,C,0.638139
55657,C,0.638141
55658,C,0.638142
55659,C,0.638144
55660,C,0.638146
55661,C,0.638148
55662,C,0.638149
55663,C,0.638151
55664,C,0.638153
55665,C,0.638155
55666,C,0.638157
55667,C,0.638158
55668,C,0.638160
55669,C,0.638162
55670,C,0.638164
55671,C,0.638166
55672,C,0.638168
55673,C,0.638169
55674,C,0.638171
55675,C,0.638173
55676,C,0.638175
55677,C,0.638177
55678,C,0.638179
55679,C,0.638180
55680,C,0.638182
55681,C,0.638184
55682,C,0.638186
55683,C,0.638188
55684,C,0.638190
55685,C,0.638191
55686,C,0.638193
55687,C,0.638195
55688,C,0.638197
55689,C,0.638199
55690,C,0.638201
55691,C,0.638203
55692,C,0.638205
55693,C,0.638206
55694,C,0.638208
55695,C,0.638210
55696,C,0.638212
55697,C,0.638214
55698,C,0.638216
55699,C,0.638218
55700,C,0.638220
55701,C,0.638222
55702,C,0.638224
55703,C,0.638225
55704,C,0.638227
55705,C,0.638229
55706,C,0.638231
55707,C,0.638233
55708,C,0.638235
55709,C,0.638237
55710,C,0.638239
55711,C,0.638241
55712,C,0.638243
55713,C,0.638245
55714,C,0.638247
55715,C,0.638249
55716,C,0.638251
55717,C,0.638253
55718,C,0.638254
55719,C,0.638256
55720,C,0.638258
55721,C,0.638260
55722,C,0.638262
55723,C,0.638264
55724,C,0.638266
55725,C,0.638268
55726,C,0.638270
55727,C,0.638272
55728,C,0.638274
55729,C,0.638276
55730,C,0.638278
55731,C,0.638280
55732,C,0.638282
55733,C,0.638284
55734,C,0.638286
55735,C,0.638288
55736,C,0.638290
55737,C,0.638292
55738,C,0.638294
55739,C,0.638296
55740,C,0.638298
55741,C,0.638300
55742,C,0.638302
55743,C,0.638304
55744,C,0.638306
55745,C,0.638308
55746,C,0.638310
55747,C,0.638312
55748,C,0.638314
55749,C,0.638317
55750,C,0.638319
55751,C,0.638321
55752,C,0.638323
55753,C,0.638325
55754,C,0.638327
55755,C,0.638329
55756,C,0.638331
55757,C,0.638333
55758,C,0.638335
55759,C,0.638337
55760,C,0.638339
55761,C,0.638341
55762,C,0.638343
55763,C,0.638345
55764,C,0.638348
55765,C,0.638350
55766,C,0.638352
55767,C,0.638354
55768,C,0.638356
55769,C,0.638358
55770,C,0.638360
55771,C,0.638362
55772,C,0.638364
55773,C,0.638367
55774,C,0.638369
55775,C,0.638371
55776,C,0.638373
55777,C,0.638375
55778,C,0.638377
55779,C,0.638379
55780,C,0.638381
55781,C,0.638384
55782,C,0.638386
55783,C,0.638388
55784,C,0.638390
55785,C,0.638392
55786,C,0.638394
55787,C,0.638396
55788,C,0.638399
55789,C,0.638401
55790,C,0.638403
55791,C,0.638405
55792,C,0.638407
55793,C,0.638409
55794,C,0.638412
55795,C,0.638414
55796,C,0.638416
55797,C,0.638418
55798,C,0.638420
55799,C,0.638423
55800,C,0.638425
55801,C,0.638427
55802,C,0.638429
55803,C,0.638431
55804,C,0.638434
55805,C,0.638436
55806,C,0.638438
55807,C,0.638440
55808,C,0.638442
55809,C,0.638445
55810,C,0.638447
55811,C,0.638449
55812,C,0.638451
55813,C,0.638454
55814,C,0.638456
55815,C,0.638458
55816,C,0.638460
55817,C,0.638463
55818,C,0.638465
55819,C,0.638467
55820,C,0.638469
55821,C,0.638472
55822,C,0.638474
55823,C,0.638476
55824,C,0.638478
55825,C,0.638481
55826,C,0.638483
55827,C,0.638485
55828,C,0.638488
55829,C,0.638490
55830,C,0.638492
55831,C,0.638494
55832,C,0.638497
55833,C,0.638499
55834,C,0.638501
55835,C,0.638504
55836,C,0.638506
55837,C,0.638508
55838,C,0.638510
55839,C,0.638513
55840,C,0.638515
55841,C,0.638517
55842,C,0.638520
55843,C,0.638522
55844,C,0.638524
55845,C,0.638527
55846,C,0.638529
55847,C,0.638531
55848,C,0.638534
55849,C,0.638536
55850,C,0.638538
55851,C,0.638541
55852,C,0.638543
55853,C,0.638545
55854,C,0.638548
55855,C,0.638550
55856,C,0.638553
55857,C,0.638555
55858,C,0.638557
55859,C,0.638560
55860,C,0.638562
55861,C,0.638564
55862,C,0.638567
55863,C,0.638569
55864,C,0.638572
55865,C,0.638574
55866,C,0.638576
55867,C,0.638579
55868,C,0.638581
55869,C,0.638584
55870,C,0.638586
55871,C,0.638588
55872,C,0.638591
55873,C,0.638593
55874,C,0.638596
55875,C,0.638598
55876,C,0.638600
55877,C,0.638603
55878,C,0.638605
55879,C,0.638608
55880,C,0.638610
55881,C,0.638613
55882,C,0.638615
55883,C,0.638618
55884,C,0.638620
55885,C,0.638622
55886,C,0.638625
55887,C,0.638627
55888,C,0.638630
55889,C,0.638632
55890,C,0.638635
55891,C,0.638637
55892,C,0.638640
55893,C,0.638642
55894,C,0.638645
55895,C,0.638647
55896,C,0.638650
55897,C,0.638652
55898,C,0.638655
55899,C,0.638657
55900,C,0.638660
55901,C,0.638662
55902,C,0.638665
55903,C,0.638667
55904,C,0.638670
55905,C,0.638672
55906,C,0.638675
55907,C,0.638677
55908,C,0.638680
55909,C,0.638682
55910,C,0.638685
55911,C,0.638687
55912,C,0.638690
55913,C,0.638692
55914,C,0.638695
55915,C,0.638697
55916,C,0.638700
55917,C,0.638703
55918,C,0.638705
55919,C,0.638708
55920,C,0.638710
55921,C,0.638713
55922,C,0.638715
55923,C,0.638718
55924,C,0.638720
55925,C,0.638723
55926,C,0.638726
55927,C,0.638728
55928,C,0.638731
55929,C,0.638733
55930,C,0.638736
55931,C,0.638739
55932,C,0.638741
55933,C,0.638744
55934,C,0.638746
55935,C,0.638749
55936,C,0.638752
55937,C,0.638754
55938,C,0.638757
55939,C,0.638759
55940,C,0.638762
55941,C,0.638765
55942,C,0.638767
55943,C,0.638770
55944,C,0.638772
55945,C,0.638775
55946,C,0.638778
55947,C,0.638780
55948,C,0.638783
55949,C,0.638786
55950,C,0.638788
55951,C,0.638791
55952,C,0.638794
55953,C,0.638796
55954,C,0.638799
55955,C,0.638802
55956,C,0.638804
55957,C,0.638807
55958,C,0.638810
55959,C,0.638812
55960,C,0.638815
55961,C,0.638818
55962,C,0.638820
55963,C,0.638823
55964,C,0.638826
55965,C,0.638828
55966,C,0.638831
55967,C,0.638834
55968,C,0.638837
55969,C,0.638839
55970,C,0.638842
55971,C,0.638845
55972,C,0.638847
55973,C,0.638850
55974,C,0.638853
55975,C,0.638856
55976,C,0.638858
55977,C,0.638861
55978,C,0.638864
55979,C,0.638867
55980,C,0.638869
55981,C,0.638872
55982,C,0.638875
55983,C,0.638878
55984,C,0.638880
55985,C,0.638883
55986,C,0.638886
55987,C,0.638889
55988,C,0.638891
55989,C,0.638894
55990,C,0.638897
55991,C,0.638900
55992,C,0.638902
55993,C,0.638905
55994,C,0.638908
55995,C,0.638911
55996,C,0.638914
55997,C,0.638916
55998,C,0.638919
55999,C,0.638922
56000,C,0.638925
56001,C,0.638928
56002,C,0.638930
56003,C,0.638933
56004,C,0.638936
56005,C,0.638939
56006,C,0.638942
56007,C,0.638945
56008,C,0.638947
56009,C,0.638950
56010,C,0.638953
56011,C,0.638956
56012,C,0.638959
56013,C,0.638962
56014,C,0.638964
56015,C,0.638967
56016,C,0.638970
56017,C,0.638973
56018,C,0.638976
56019,C,0.638979
56020,C,0.638982
56021,C,0.638984
56022,C,0.638987
56023,C,0.638990
56024,C,0.638993
56025,C,0.638996
56026,C,0.638999
56027,C,0.639002
56028,C,0.639005
56029,C,0.639007
56030,C,0.639010
56031,C,0.639013
56032,C,0.639016
56033,C,0.639019
56034,C,0.639022
56035,C,0.639025
56036,C,0.639028
56037,C,0.639031
56038,C,0.639034
56039,C,0.639037
56040,C,0.639040
56041,C,0.639042
56042,C,0.639045
56043,C,0.639048
56044,C,0.639051
56045,C,0.639054
56046,C,0.639057
56047,C,0.639060
56048,C,0.639063
56049,C,0.639066
56050,C,0.639069
56051,C,0.639072
56052,C,0.639075
56053,C,0.639078
56054,C,0.639081
56055,C,0.639084
56056,C,0.639087
56057,C,0.639090
56058,C,0.639093
56059,C,0.639096
56060,C,0.639099
56061,C,0.639102
56062,C,0.639105
56063,C,0.639108
56064,C,0.639111
56065,C,0.639114
56066,C,0.639117
56067,C,0.639120
56068,C,0.639123
56069,C,0.639126
56070,C,0.639129
56071,C,0.639132
56072,C,0.639135
56073,C,0.639138
56074,C,0.639141
56075,C,0.639144
56076,C,0.639147
56077,C,0.639150
56078,C,0.639153
56079,C,0.639156
56080,C,0.639159
56081,C,0.639162
56082,C,0.639165
56083,C,0.639169
56084,C,0.639172
56085,C,0.639175
56086,C,0.639178
56087,C,0.639181
56088,C,0.639184
56089,C,0.639187
56090,C,0.639190
56091,C,0.639193
56092,C,0.639196
56093,C,0.639199
56094,C,0.639202
56095,C,0.639206
56096,C,0.639209
56097,C,0.639212
56098,C,0.639215
56099,C,0.639218
56100,C,0.639221
56101,C,0.639224
56102,C,0.639227
56103,C,0.639231
56104,C,0.639234
56105,C,0.639237
56106,C,0.639240
56107,C,0.639243
56108,C,0.639246
56109,C,0.639249
56110,C,0.639253
56111,C,0.639256
56112,C,0.639259
56113,C,0.639262
56114,C,0.639265
56115,C,0.639268
56116,C,0.639271
56117,C,0.639275
56118,C,0.639278
56119,C,0.639281
56120,C,0.639284
56121,C,0.639287
56122,C,0.639291
56123,C,0.639294
56124,C,0.639297
56125,C,0.639300
56126,C,0.639303
56127,C,0.639307
56128,C,0.639310
56129,C,0.639313
56130,C,0.639316
56131,C,0.639319
56132,C,0.639323
56133,C,0.639326
56134,C,0.639329
56135,C,0.639332
56136,C,0.639336
56137,C,0.639339
56138,C,0.639342
56139,C,0.639345
56140,C,0.639349
56141,C,0.639352
56142,C,0.639355
56143,C,0.639358
56144,C,0.639362
56145,C,0.639365
56146,C,0.639368
56147,C,0.639371
56148,C,0.639375
56149,C,0.639378
56150,C,0.639381
56151,C,0.639385
56152,C,0.639388
56153,C,0.639391
56154,C,0.639394
56155,C,0.639398
56156,C,0.639401
56157,C,0.639404
56158,C,0.639408
56159,C,0.639411
56160,C,0.639414
56161,C,0.639418
56162,C,0.639421
56163,C,0.639424
56164,C,0.639428
56165,C,0.639431
56166,C,0.639434
56167,C,0.639438
56168,C,0.639441
56169,C,0.639444
56170,C,0.639448
56171,C,0.639451
56172,C,0.639454
56173,C,0.639458
56174,C,0.639461
56175,C,0.639464
56176,C,0.639468
56177,C,0.639471
56178,C,0.639474
56179,C,0.639478
56180,C,0.639481
56181,C,0.639485
56182,C,0.639488
56183,C,0.639491
56184,C,0.639495
56185,C,0.639498
56186,C,0.639502
56187,C,0.639505
56188,C,0.639508
56189,C,0.639512
56190,C,0.639515
56191,C,0.639519
56192,C,0.639522
56193,C,0.639525
56194,C,0.639529
56195,C,0.639532
56196,C,0.639536
56197,C,0.639539
56198,C,0.639543
56199,C,0.639546
56200,C,0.639550
56201,C,0.639553
56202,C,0.639556
56203,C,0.639560
56204,C,0.639563
56205,C,0.639567
56206,C,0.639570
56207,C,0.639574
56208,C,0.639577
56209,C,0.639581
56210,C,0.639584
56211,C,0.639588
56212,C,0.639591
56213,C,0.639595
56214,C,0.639598
56215,C,0.639602
56216,C,0.639605
56217,C,0.639609
56218,C,0.639612
56219,C,0.639616
56220,C,0.639619
56221,C,0.639623
56222,C,0.639626
56223,C,0.639630
56224,C,0.639633
56225,C,0.639637
56226,C,0.639640
56227,C,0.639644
56228,C,0.639647
56229,C,0.639651
56230,C,0.639654
56231,C,0.639658
56232,C,0.639662
56233,C,0.639665
56234,C,0.639669
56235,C,0.639672
56236,C,0.639676
56237,C,0.639679
56238,C,0.639683
56239,C,0.639686
56240,C,0.639690
56241,C,0.639694
56242,C,0.639697
56243,C,0.639701
56244,C,0.639704
56245,C,0.639708
56246,C,0.639712
56247,C,0.639715
56248,C,0.639719
56249,C,0.639722
56250,C,0.639726
56251,C,0.639730
56252,C,0.639733
56253,C,0.639737
56254,C,0.639740
56255,C,0.639744
56256,C,0.639748
56257,C,0.639751
56258,C,0.639755
56259,C,0.639759
56260,C,0.639762
56261,C,0.639766
56262,C,0.639770
56263,C,0.639773
56264,C,0.639777
56265,C,0.639781
56266,C,0.639784
56267,C,0.639788
56268,C,0.639792
56269,C,0.639795
56270,C,0.639799
56271,C,0.639803
56272,C,0.639806
56273,C,0.639810
56274,C,0.639814
56275,C,0.639817
56276,C,0.639821
56277,C,0.639825
56278,C,0.639828
56279,C,0.639832
56280,C,0.639836
56281,C,0.639840
56282,C,0.639843
56283,C,0.639847
56284,C,0.639851
56285,C,0.639855
56286,C,0.639858
56287,C,0.639862
56288,C,0.639866
56289,C,0.639869
56290,C,0.639873
56291,C,0.639877
56292,C,0.639881
56293,C,0.639884
56294,C,0.639888
56295,C,0.639892
56296,C,0.639896
56297,C,0.639900
56298,C,0.639903
56299,C,0.639907
56300,C,0.639911
56301,C,0.639915
56302,C,0.639918
56303,C,0.639922
56304,C,0.639926
56305,C,0.639930
56306,C,0.639934
56307,C,0.639937
56308,C,0.639941
56309,C,0.639945
56310,C,0.639949
56311,C,0.639953
56312,C,0.639957
56313,C,0.639960
56314,C,0.639964
56315,C,0.639968
56316,C,0.639972
56317,C,0.639976
56318,C,0.639980
56319,C,0.639983
56320,C,0.639987
56321,C,0.639991
56322,C,0.639995
56323,C,0.639999
56324,C,0.640003
56325,C,0.640007
56326,C,0.640010
56327,C,0.640014
56328,C,0.640018
56329,C,0.640022
56330,C,0.640026
56331,C,0.640030
56332,C,0.640034
56333,C,0.640038
56334,C,0.640041
56335,C,0.640045
56336,C,0.640049
56337,C,0.640053
56338,C,0.640057
56339,C,0.640061
56340,C,0.640065
56341,C,0.640069
56342,C,0.640073
56343,C,0.640077
56344,C,0.640081
56345,C,0.640085
56346,C,0.640088
56347,C,0.640092
56348,C,0.640096
56349,C,0.640100
56350,C,0.640104
56351,C,0.640108
56352,C,0.640112
56353,C,0.640116
56354,C,0.640120
56355,C,0.640124
56356,C,0.640128
56357,C,0.640132
56358,C,0.640136
56359,C,0.640140
56360,C,0.640144
56361,C,0.640148
56362,C,0.640152
56363,C,0.640156
56364,C,0.640160
56365,C,0.640164
56366,C,0.640168
56367,C,0.640172
56368,C,0.640176
56369,C,0.640180
56370,C,0.640184
56371,C,0.640188
56372,C,0.640192
56373,C,0.640196
56374,C,0.640200
56375,C,0.640204
56376,C,0.640208
56377,C,0.640212
56378,C,0.640216
56379,C,0.640220
56380,C,0.640224
56381,C,0.640229
56382,C,0.640233
56383,C,0.640237
56384,C,0.640241
56385,C,0.640245
56386,C,0.640249
56387,C,0.640253
56388,C,0.640257
56389,C,0.640261
56390,C,0.640265
56391,C,0.640269
56392,C,0.640273
56393,C,0.640278
56394,C,0.640282
56395,C,0.640286
56396,C,0.640290
56397,C,0.640294
56398,C,0.640298
56399,C,0.640302
56400,C,0.640306
56401,C,0.640310
56402,C,0.640315
56403,C,0.640319
56404,C,0.640323
56405,C,0.640327
56406,C,0.640331
56407,C,0.640335
56408,C,0.640340
56409,C,0.640344
56410,C,0.640348
56411,C,0.640352
56412,C,0.640356
56413,C,0.640360
56414,C,0.640365
56415,C,0.640369
56416,C,0.640373
56417,C,0.640377
56418,C,0.640381
56419,C,0.640385
56420,C,0.640390
56421,C,0.640394
56422,C,0.640398
56423,C,0.640402
56424,C,0.640406
56425,C,0.640411
56426,C,0.640415
56427,C,0.640419
56428,C,0.640423
56429,C,0.640428
56430,C,0.640432
56431,C,0.640436
56432,C,0.640440
56433,C,0.640445
56434,C,0.640449
56435,C,0.640453
56436,C,0.640457
56437,C,0.640462
56438,C,0.640466
56439,C,0.640470
56440,C,0.640474
56441,C,0.640479
56442,C,0.640483
56443,C,0.640487
56444,C,0.640491
56445,C,0.640496
56446,C,0.640500
56447,C,0.640504
56448,C,0.640509
56449,C,0.640513
56450,C,0.640517
56451,C,0.640522
56452,C,0.640526
56453,C,0.640530
56454,C,0.640535
56455,C,0.640539
56456,C,0.640543
56457,C,0.640548
56458,C,0.640552
56459,C,0.640556
56460,C,0.640561
56461,C,0.640565
56462,C,0.640569
56463,C,0.640574
56464,C,0.640578
56465,C,0.640582
56466,C,0.640587
56467,C,0.640591
56468,C,0.640595
56469,C,0.640600
56470,C,0.640604
56471,C,0.640609
56472,C,0.640613
56473,C,0.640617
56474,C,0.640622
56475,C,0.640626
56476,C,0.640630
56477,C,0.640635
56478,C,0.640639
56479,C,0.640644
56480,C,0.640648
56481,C,0.640653
56482,C,0.640657
56483,C,0.640661
56484,C,0.640666
56485,C,0.640670
56486,C,0.640675
56487,C,0.640679
56488,C,0.640684
56489,C,0.640688
56490,C,0.640692
56491,C,0.640697
56492,C,0.640701
56493,C,0.640706
56494,C,0.640710
56495,C,0.640715
56496,C,0.640719
56497,C,0.640724
56498,C,0.640728
56499,C,0.640733
56500,C,0.640737
56501,C,0.640742
56502,C,0.640746
56503,C,0.640751
56504,C,0.640755
56505,C,0.640760
56506,C,0.640764
56507,C,0.640769
56508,C,0.640773
56509,C,0.640778
56510,C,0.640782
56511,C,0.640787
56512,C,0.640791
56513,C,0.640796
56514,C,0.640800
56515,C,0.640805
56516,C,0.640809
56517,C,0.640814
56518,C,0.640819
56519,C,0.640823
56520,C,0.640828
56521,C,0.640832
56522,C,0.640837
56523,C,0.640841
56524,C,0.640846
56525,C,0.640851
56526,C,0.640855
56527,C,0.640860
56528,C,0.640864
56529,C,0.640869
56530,C,0.640874
56531,C,0.640878
56532,C,0.640883
56533,C,0.640887
56534,C,0.640892
56535,C,0.640897
56536,C,0.640901
56537,C,0.640906
56538,C,0.640910
56539,C,0.640915
56540,C,0.640920
56541,C,0.640924
56542,C,0.640929
56543,C,0.640934
56544,C,0.640938
56545,C,0.640943
56546,C,0.640948
56547,C,0.640952
56548,C,0.640957
56549,C,0.640962
56550,C,0.640966
56551,C,0.640971
56552,C,0.640976
56553,C,0.640980
56554,C,0.640985
56555,C,0.640990
56556,C,0.640994
56557,C,0.640999
56558,C,0.641004
56559,C,0.641008
56560,C,0.641013
56561,C,0.641018
56562,C,0.641023
56563,C,0.641027
56564,C,0.641032
56565,C,0.641037
56566,C,0.641042
56567,C,0.641046
56568,C,0.641051
56569,C,0.641056
56570,C,0.641060
56571,C,0.641065
56572,C,0.641070
56573,C,0.641075
56574,C,0.641080
56575,C,0.641084
56576,C,0.641089
56577,C,0.641094
56578,C,0.641099
56579,C,0.641103
56580,C,0.641108
56581,C,0.641113
56582,C,0.641118
56583,C,0.641123
56584,C,0.641127
56585,C,0.641132
56586,C,0.641137
56587,C,0.641142
56588,C,0.641147
56589,C,0.641151
56590,C,0.641156
56591,C,0.641161
56592,C,0.641166
56593,C,0.641171
56594,C,0.641176
56595,C,0.641180
56596,C,0.641185
56597,C,0.641190
56598,C,0.641195
56599,C,0.641200
56600,C,0.641205
56601,C,0.641210
56602,C,0.641214
56603,C,0.641219
56604,C,0.641224
56605,C,0.641229
56606,C,0.641234
56607,C,0.641239
56608,C,0.641244
56609,C,0.641249
56610,C,0.641254
56611,C,0.641258
56612,C,0.641263
56613,C,0.641268
56614,C,0.641273
56615,C,0.641278
56616,C,0.641283
56617,C,0.641288
56618,C,0.641293
56619,C,0.641298
56620,C,0.641303
56621,C,0.641308
56622,C,0.641313
56623,C,0.641318
56624,C,0.641323
56625,C,0.641327
56626,C,0.641332
56627,C,0.641337
56628,C,0.641342
56629,C,0.641347
56630,C,0.641352
56631,C,0.641357
56632,C,0.641362
56633,C,0.641367
56634,C,0.641372
56635,C,0.641377
56636,C,0.641382
56637,C,0.641387
56638,C,0.641392
56639,C,0.641397
56640,C,0.641402
56641,C,0.641407
56642,C,0.641412
56643,C,0.641417
56644,C,0.641422
56645,C,0.641427
56646,C,0.641432
56647,C,0.641438
56648,C,0.641443
56649,C,0.641448
56650,C,0.641453
56651,C,0.641458
56652,C,0.641463
56653,C,0.641468
56654,C,0.641473
56655,C,0.641478
56656,C,0.641483
56657,C,0.641488
56658,C,0.641493
56659,C,0.641498
56660,C,0.641503
56661,C,0.641509
56662,C,0.641514
56663,C,0.641519
56664,C,0.641524
56665,C,0.641529
56666,C,0.641534
56667,C,0.641539
56668,C,0.641544
56669,C,0.641549
56670,C,0.641555
56671,C,0.641560
56672,C,0.641565
56673,C,0.641570
56674,C,0.641575
56675,C,0.641580
56676,C,0.641585
56677,C,0.641591
56678,C,0.641596
56679,C,0.641601
56680,C,0.641606
56681,C,0.641611
56682,C,0.641616
56683,C,0.641622
56684,C,0.641627
56685,C,0.641632
56686,C,0.641637
56687,C,0.641642
56688,C,0.641648
56689,C,0.641653
56690,C,0.641658
56691,C,0.641663
56692,C,0.641669
56693,C,0.641674
56694,C,0.641679
56695,C,0.641684
56696,C,0.641689
56697,C,0.641695
56698,C,0.641700
56699,C,0.641705
56700,C,0.641710
56701,C,0.641716
56702,C,0.641721
56703,C,0.641726
56704,C,0.641731
56705,C,0.641737
56706,C,0.641742
56707,C,0.641747
56708,C,0.641753
56709,C,0.641758
56710,C,0.641763
56711,C,0.641768
56712,C,0.641774
56713,C,0.641779
56714,C,0.641784
56715,C,0.641790
56716,C,0.641795
56717,C,0.641800
56718,C,0.641806
56719,C,0.641811
56720,C,0.641816
56721,C,0.641822
56722,C,0.641827
56723,C,0.641832
56724,C,0.641838
56725,C,0.641843
56726,C,0.641848
56727,C,0.641854
56728,C,0.641859
56729,C,0.641864
56730,C,0.641870
56731,C,0.641875
56732,C,0.641881
56733,C,0.641886
56734,C,0.641891
56735,C,0.641897
56736,C,0.641902
56737,C,0.641908
56738,C,0.641913
56739,C,0.641918
56740,C,0.641924
56741,C,0.641929
56742,C,0.641935
56743,C,0.641940
56744,C,0.641945
56745,C,0.641951
56746,C,0.641956
